pr_number,complexity_score,complexity_rationale,quality_score,quality_rationale,model_used,analyzed_at
55653,2,"Single dependency bump, multi- file with lockfile adjustments.",4,"Clean, well-explinated, tested, but a minor review nit about socket2 resolved.",deepseek/deepseek-v4-flash:free,2026-05-15T06:17:58.961389
55651,3,"3: Multi-file feature involving 69 added lines, 2 files, logic in serializer and test updates",4,"4: Clean PR with approved review, good tests, no reverted changes, but minor discussion on parameterization",deepseek/deepseek-v4-flash:free,2026-05-15T06:18:01.748299
55648,1,no explanation provided,1,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:18:15.503144
55654,3,"One minor test gap noted, but PR is clean and approved.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:18:43.108833
55647,1,This is a documentation-only PR covering failure pattern documentation in two text files.,3,The PR passed first-review but the author expressed concern about test coverage. Feature is not validated before review.,deepseek/deepseek-v4-flash:free,2026-05-15T06:18:48.033590
55646,2,Single dependency version bump with minimal code changes.,5,"First-pass perfect with thorough description, test plan, risk analysis, and upstream bugfix context.",deepseek/deepseek-v4-flash:free,2026-05-15T06:18:52.337204
55644,3,Multi-file feature adding three system tables with tests and schema updates,5,Clean PR with both human approvals and minor automated suggestions,deepseek/deepseek-v4-flash:free,2026-05-15T06:19:04.764607
55645,3,Multi-file feature with moderate architectural implications,3,"Several significant issues required changes (blocking sync calls, event duplication, lazy ORM access), with a second approval after addressing comments",deepseek/deepseek-v4-flash:free,2026-05-15T06:19:17.372000
55642,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:19:28.876551
55639,3,Multi-file fix spanning 6 files and ~142 changes.,3,Approved but not first-pass perfect; a bot raised a hidden omission in parseTrackingParams.,deepseek/deepseek-v4-flash:free,2026-05-15T06:19:42.572758
55638,2,"A straightforward, single-focus perf fix that adds HTML attributes (lazy-loading and dimensions) to two files with no logic, API, or data model changes.",4,"The fix was approved on first pass with no rework cycles, though the explicit dimensions may need server-side thumbnails for a more complete fix.",deepseek/deepseek-v4-flash:free,2026-05-15T06:19:51.323152
55637,3,Multi-file feature adding test logic showcasing org-level kill switch.,4,"Description thorough, diff test coverage, approved.",deepseek/deepseek-v4-flash:free,2026-05-15T06:19:54.252476
55634,2,"One approval, no revisions, no revert, includes a well-written test demonstrating the fix for a SQL injection vector.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:19:58.758256
55632,2,single fix: adding test coverage and hardening response headers,4,clean with one non-actionable inline review comment already resolved by final submitted test,deepseek/deepseek-v4-flash:free,2026-05-15T06:20:16.746354
55631,3,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:20:19.736987
55633,3,"PR adds per-partner rate limits across multiple provisioning endpoints, requiring changes in views and tests.",3,"Initial version had reviews that requested fixes, requiring 2-3 revisions.",deepseek/deepseek-v4-flash:free,2026-05-15T06:20:32.169850
55627,4,Architectural feature with cross-group integration and new extension points.,4,"Clean, well-tested after multiple rigorous revisions; minor side-effect noted.",deepseek/deepseek-v4-flash:free,2026-05-15T06:20:43.320843
55630,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:20:59.167677
55621,2,"The change is one-line, fixes a direct oversight from a previous PR, and is in infrastructure configuration.",4,"The change was reviewed, approved, and deployed to prod and dev, with config testing.",deepseek/deepseek-v4-flash:free,2026-05-15T06:21:01.455966
55620,4,"Multiple rework cycles, architectural changes (migration, token model, viewset, frontend UI, rate-limit hardening after initial review).",4,"Many inline feedback addressed, final approval with nits, CI passes, documentation added.",deepseek/deepseek-v4-flash:free,2026-05-15T06:21:04.839936
55618,2,This is a single-line fix addressing a clear functional bug.,4,"The PR is clean, well-documented, approved, and deployed with only one file change.",deepseek/deepseek-v4-flash:free,2026-05-15T06:21:06.006726
55617,4,"Architectural change because it switches the execution mode from async to sync across frontend and backend with a rollout flag, telemetry and timeout handling.",4,Clean PR with extensive testing and rollout flag safety but two inline review suggestions point to maintainability issues.,deepseek/deepseek-v4-flash:free,2026-05-15T06:21:10.689835
55616,3,"PR is a single-file migration adding a new temporary table with partition_by_hash, which is moderate complexity.",4,"PR was clean, received one review comment that was promptly addressed and approved, with no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T06:21:23.274639
55614,3,3 = multi-file fix (two files) with small changes addressing a clear bug; not architectural.,4,"4 = clean, minimal diff with detailed problem statement, two approvals, and clear testing result.",deepseek/deepseek-v4-flash:free,2026-05-15T06:21:32.398955
55613,3,"4, because the code is clean with minor feedback only, and no reverted or broken results were posted.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:21:35.541534
55608,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:21:38.098147
55607,4,"The PR is clean, well-tested, and addresses a real bug, with only minor review feedback.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:21:42.212222
55605,2,The regex was aligned with the backend but a diverging regex in a sibling dialog was not fixed; no tests added; but the fix is correct and deployed quickly.,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:21:52.340200
55606,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:21:55.025611
55603,3,"The PR modifies 16 files (3455 added, 375 removed) across serializers, viewsets, test coverage, OpenAPI specs, making it a multi-file feature with architectural facets but not a major feature (4) given it is follow-up work.",3,"Reviewer comments (inline) request improvements such as format restrictions and test parametisation, corresponding to the '2-3 revisions' in PR lifecycle. Nevertheless tests largely pass.",deepseek/deepseek-v4-flash:free,2026-05-15T06:22:39.392004
55604,3,The change is across two files with a careful all by a name; the char is multi-file but straightforward tagging.,5,"The PR is clean, first-pass, but the reviewer's leak concern already and the open conversation joins.  The only extra is a doc comment. No two reversions.",deepseek/deepseek-v4-flash:free,2026-05-15T06:23:08.029749
55598,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:23:14.397171
55596,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:23:17.743867
55600,4,"Architectural change, multi-file",3,Multiple bot reviews with issues,deepseek/deepseek-v4-flash:free,2026-05-15T06:23:50.719797
55591,3,Time to quality evaluation,4,Finally complexity evaluation,deepseek/deepseek-v4-flash:free,2026-05-15T06:23:55.797230
55590,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:24:05.279847
55592,3,"The PR adds a new webhook source with 8 files and moderate additions, following an existing pattern, but is not an architectural redesign or a major feature spanning multiple subsystems.",4,"The PR includes thorough tests, though some issues were identified and fixed in subsequent edits, but overall quality is clean.",deepseek/deepseek-v4-flash:free,2026-05-15T06:24:07.851239
55588,1,"One file changed, cosmetic string edits only, no logic changes.",5,"single commit, approved with no requested changes, first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T06:24:20.380679
55587,4,"The PR implements an architectural change for resumability across multiple endpoints, with custom fan-out logic.",5,"First-pass perfect with thorough automated tests, clean approvals, and no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T06:24:29.462679
55584,2,"Single file change adding a UI column, no logic or data model changes.",5,"First-pass perfect, approved directly with no revisions needed.",deepseek/deepseek-v4-flash:free,2026-05-15T06:24:42.639097
55583,4,Architectural refactor of a data warehouse source to be resumable,4,Clean refactor with two minor issues addressed,deepseek/deepseek-v4-flash:free,2026-05-15T06:25:02.493191
55579,4,"This is an architectural change converting MetaAdsSource to ResumableSource with new resume config, pagination refactor, and test additions.",4,"Multiple bugs were caught in review but were promptly fixed, resulting in a clean PR after revisions.",deepseek/deepseek-v4-flash:free,2026-05-15T06:25:27.997044
55585,3,"PR transitions Bing Ads source from SimpleSource to ResumableSource, across multiple files, following existing patterns.",4,"PR had minor discussions (test internals, double Redis) that were resolved, with clean code and passing tests.",deepseek/deepseek-v4-flash:free,2026-05-15T06:26:05.620808
55577,3,"A single-file change, but architecture-level (memory management, connection handling).",3,"Correct and tested, but inline feedback suggests the fix could be improved.",deepseek/deepseek-v4-flash:free,2026-05-15T06:26:11.788541
55575,4,"PR was approved by a human reviewer, but had security concerns (team_id not isolated in SQL) from automated review, later fixed.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:26:19.255539
55578,3,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:26:22.801587
55574,3,"Clean PR with single approval, test pass, clean commits, not reverted.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:26:44.155675
55572,3,"Clean code with strong test coverage, approved by reviewers with resolved concerns.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:26:50.927845
55573,3,"A multi-file refactor (5 files) that moves temporal configs from CdpConfig to a dedicated LlmAnalyticsConfig, but no architectural or major feature changes.",4,"The PR was approved with one minor non-blocking suggestion from a bot, and deployments succeeded.",deepseek/deepseek-v4-flash:free,2026-05-15T06:26:53.772775
55570,2,"Single-file change: purely additive analytics expansion with no schema, migration, or API contract changes.",4,"Approved by human reviewer with no regression; existing tests continue to pass, and only minor bot suggestions for future improvement.",deepseek/deepseek-v4-flash:free,2026-05-15T06:26:57.911018
55569,2,"The initial code had a bug with accessing properties on potentially null/undefined error object, caught and fixed in review, making it clean with one revision.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:27:00.352662
55567,4,2-3 revisions,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:27:30.153603
55566,2,"Passed CI, deployed cleanly, approved without revisions—no rework or issues.",5,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:27:36.727408
55565,3,"Multi-file feature that unifies backend webhooks, removes a stub endpoint, and adds feature-flag gating across 10 files.",4,"Clean PR with only minor code-review comments (duplicate constant, sync call, duplicate test helper) and an approval.",deepseek/deepseek-v4-flash:free,2026-05-15T06:28:00.102182
55568,2,Single-line change fixing a bug caused by a migration.,4,"Clean fix with thorough testing and clear description, no rework needed.",deepseek/deepseek-v4-flash:free,2026-05-15T06:28:16.000647
55560,2,"The PR was approved with minor suggestions and no rework cycles, indicating the fix is effective and the code is clean.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:29:30.487275
55564,3,It is multi-file feature,3,It is clean but had 2-3 revisions,deepseek/deepseek-v4-flash:free,2026-05-15T06:30:02.096464
55559,3,"This is a multi-file feature with a clear architectural change (regex-only body, guard attribute unwrap, skip parse when PII-only).",4,"Detailed description, test coverage updated for new behavior, and review feedback outside the diff; clean overall.",deepseek/deepseek-v4-flash:free,2026-05-15T06:30:38.223677
55557,4,Architectural change introducing a new resumable source pattern and Redis-backed resume config across all client pagination.,4,"Clean implementation with thorough test coverage; one substantive checkpoint-safety feedback was addressed promptly with aligned tests, and approvals from reviewers.",deepseek/deepseek-v4-flash:free,2026-05-15T06:30:48.849450
55558,4,"Architectural change converting a SimpleSource to a ResumableSource with two distinct pagination patterns, a new dataclass, and test coverage.",3,"Multiple rework cycles (five commits) to address critical data-loss bugs, logging inconsistency, and test flakiness, though all concerns were ultimately fixed.",deepseek/deepseek-v4-flash:free,2026-05-15T06:30:51.196284
55556,3,"PR has 2-3 revisions (author attended to comments), but not first-pass perfect (some rework on query field removal).",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:31:05.927282
55553,5,Multi-file change introducing new logic for conditional schedule pausing.,3,Well-tested but with critical bug in legacy DAG path identified by reviewers.,deepseek/deepseek-v4-flash:free,2026-05-15T06:31:14.630147
55551,5,"Review comments flagged duplicated constants and permission gaps, but those were fixed in follow-ups, and the PR shipped with the intended non-gating CI passing",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:31:34.006454
55544,3,PR author responded to bot review issues with follow-up commit; bot reviews identified edge cases prevented scenario in initial fix,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:31:45.468242
55540,4,Architectural change involving multi-file refactor with extracted helper functions and new YAML flag affecting 6 query kinds.,4,"Clean, well-tested PR with 124 passing tests, approved by one reviewer, but flagged by bot for two minor (P2) issues and lacking manual live-server verification.",deepseek/deepseek-v4-flash:free,2026-05-15T06:31:55.059494
55539,4,"PR is an architectural refactor with shared LogParser module, new scorer infrastructure, changes spanning 23 files and 2717 adds.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:32:04.929456
55537,4,"Multi-file feature (1852 added, 22 removed, 23 files) introduces new Go package and frontend code for bot classification.",3,"PR has unresolved self-comments, flagged data correctness issues (P1), and was reverted, indicating quality was not clean or excellent.",deepseek/deepseek-v4-flash:free,2026-05-15T06:32:09.903119
55541,4,"The PR is clean and reviewed, though there are some code review comments resolved",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:32:30.151215
55536,3,Multi-file feature with a new shared component and filter translation logic,3,The PR had several code review comments but was approved and deployed,deepseek/deepseek-v4-flash:free,2026-05-15T06:32:33.268990
55530,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:32:55.219262
55529,3,Multi-file feature adding six bot patterns and moving a test file.,4,Clean change passed all tests and got quick approvals with only a minor code style suggestion.,deepseek/deepseek-v4-flash:free,2026-05-15T06:33:27.174253
55534,3,The PR is a substantial multi-file feature adding a new detached mode across 19 files but without a full architectural rewrite.,3,"The PR passed review with some concerns and bot comments caught issues later, indicating multiple revision cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T06:34:03.208258
55525,3,Quality is moderate due to unresolved inline comments from bot reviews. Complexity is moderate as updating a single documentation file with detailed new content.,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:34:16.345022
55526,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:34:21.012682
55520,3,"The change touches 6 files including model, admin, query runner, and migration.",3,Approved but has some unresolved review issues regarding duplicate DB calls and untested code paths.,deepseek/deepseek-v4-flash:free,2026-05-15T06:34:50.841595
55522,3,"Multi-file feature that adds a new minifilter type, components, filtering logic, and pagination across 42 files.",3,"Clean but required several fix commits to address bugs like retry blocking, order, deep-link type, and error handling.",deepseek/deepseek-v4-flash:free,2026-05-15T06:35:03.004027
55516,2,Single fix to a single file.,4,Approved by two reviewers with non-blocking bot comment.,deepseek/deepseek-v4-flash:free,2026-05-15T06:35:09.582855
55518,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:35:27.232007
55511,3,"This PR had multiple reviewer approvals, addressed inline feedback, passed tests and was successfully deployed with no reverted issues across all environments, so it is clean but with a minor revision cycle.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:35:29.175974
55510,2,"Single-line additive fix sorting an array alphabetically, no architectural change.",4,"Clean, single additive line with clear reasoning, approved by bot, deployed to production.",deepseek/deepseek-v4-flash:free,2026-05-15T06:35:33.372085
55509,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:36:12.648585
55508,4,This PR is approved but has unresolved comments about import type and duplication shows it needed revisions.,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:36:16.015793
55500,3,Multi-file performance optimization targeting a specific metric type.,4,"Approved with clear rationale, testing, and acknowledements of trade-offs, though not first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T06:36:26.749074
55497,3,"The change is clean overall with tests passing and addressing review feedback, but had some minor rework cycles.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:36:44.506935
55496,2,"Single file, single fix, adds one function call to sync issues to ClickHouse during demo data generation.",4,"One clean commit with minor improvements suggested by automated review, but overall solid and deployed.",deepseek/deepseek-v4-flash:free,2026-05-15T06:37:04.910732
55503,2,"The change is a single-file fix, small rework type, modifying one file for free accounts UX issue.",4,"The change is approved and minimal rework needed, final quality score 4.",deepseek/deepseek-v4-flash:free,2026-05-15T06:37:08.703332
55495,3,"This PR adds a new MCP tool for insight variables, updates agent prompting across 28 files, and fixes a query wrapper issue, making it a multi-file feature.",4,"The PR was approved with one review, and the only noted issue was a redundant .describe() in auto-generated code; overall it seems clean.",deepseek/deepseek-v4-flash:free,2026-05-15T06:37:43.950684
55493,3,"The fix spans three files and involves resolving a missing tabId key for scene logic, which is not trivial.",2,"The PR was reverted, indicating it likely broke something, had agent-authored changes without manual testing, and had critical comments.",deepseek/deepseek-v4-flash:free,2026-05-15T06:38:05.580813
55491,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:38:28.296503
55489,3,Multi-file feature addition affecting 8 files with 109 lines changed.,4,"Clean implementation with tests, approved without revisions, not reverted.",deepseek/deepseek-v4-flash:free,2026-05-15T06:38:39.374115
55490,4,"Multi-file feature with 12 files, 1371 added lines, including new skill documentation, scripts, and reference playbooks across multiple metric types.",4,"The PR is approved with only three minor code-quality comments from a bot, all accepted by the author; overall clean and well-structured.",deepseek/deepseek-v4-flash:free,2026-05-15T06:38:44.424348
55486,3,"The PR adds a new component, alters existing components, renames files, and updates version — multi-file feature across several files, but not an architectural change.",3,"The PR received multiple code review comments about accessibility issues (wrong role) and uncovered unused imports, indicating that it needed revisions.",deepseek/deepseek-v4-flash:free,2026-05-15T06:39:15.386956
55484,3,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:39:22.798996
55482,3,no explanation provided,4,"The PR is clean, has multiple tests, and the review was approved.",deepseek/deepseek-v4-flash:free,2026-05-15T06:40:25.440610
55483,4,"Wait if I need more than 1 item to get the time, not because it's taking long.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:40:28.686273
55481,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:40:30.783819
55477,3,"Clean, well-tested, but had minor bot feedback for parameterized tests.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:41:16.812761
55476,2,Single fix in two files with a targeted exception handler.,4,Clean PR with tests but no manual testing.,deepseek/deepseek-v4-flash:free,2026-05-15T06:41:21.015159
55472,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:43:30.782369
55469,3,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:43:31.382370
55465,3,The fix involves a single file but requires adding new serializers and using the facade layer.,4,"The PR is clean, well-described, approved, and deployed, but it has a known follow-up issue.",deepseek/deepseek-v4-flash:free,2026-05-15T06:43:40.565287
55464,5,Implementation has a reverted status,2,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:43:50.001882
55461,5,"The code structure is complex with duplication across three branches, but the PR introduces granular tracing, spans, and restructuring with feedback about deduplication.",3,"The PR has inline feedback about code issues (duplication), addressed or not, but is approved and deployed.",deepseek/deepseek-v4-flash:free,2026-05-15T06:43:58.531403
55462,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:44:05.810361
55460,2,single fix,3,2-3 revisions,deepseek/deepseek-v4-flash:free,2026-05-15T06:44:07.341234
55457,3,"The PR received a review noting a redundant call that should be refactored, but has 3–5 revisions strength though approved by multiple reviewers.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:44:12.569299
55458,2,"The PR is a single-focus bug fix (character expansion and truncation) with changes to 3 files, involving only a few core logic changes.",4,"The PR is clean with two human approvals, all tests pass, deployments suceeded, and minor code style suggestions from bot are not demanded rework; the note about not end-to-end testing is a minor risk but not indicative of rework.",deepseek/deepseek-v4-flash:free,2026-05-15T06:44:25.036259
55456,2,1 < change,5,1,deepseek/deepseek-v4-flash:free,2026-05-15T06:44:27.108280
55454,3,"The PR involves changes to three files, including a backend ClickHouse query extraction for a new column and frontend rendering logic, making it a moderate multi-file feature.",5,"The PR was approved in the first review, has clean fallback handling for both old queries and missing IDs, was deployed to all environments, and had no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T06:44:34.347729
55451,3,"Multi-file feature adding backend sparkline serializer, frontend UI, and tests, spanning 8 files.",4,"Clean implementation with tests and approval, but minor review suggestions for improvement.",deepseek/deepseek-v4-flash:free,2026-05-15T06:44:43.117287
55449,2,"The change is a single-file documentation update with three additions (bridge skill template, spec guidance, and a removal), straightforward and simple.",4,"The diff is clean, the PR has one minor unresolved Greptile comment, but bot approval and deployment green-light, overall good quality.",deepseek/deepseek-v4-flash:free,2026-05-15T06:44:47.340952
55447,4,"Two approvals but some inline comments and a security fix were applied, with a reverted (?) commit.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:44:52.388992
55453,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:44:57.693184
55446,3,This PR modifies multiple files with a focused feature change to remove truncation and display full text inline.,3,The PR was approved after addressing several follow-up comments but was the not perfect initial pass.,deepseek/deepseek-v4-flash:free,2026-05-15T06:45:01.827798
55444,2,"Clean, approved, passes locally.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:45:12.059881
55443,4,"The PR has a clear problem statement, defined changes, and is approved despite concerns about config inheritance",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:45:20.266759
55442,2,"The PR is a simple removal of a feature flag in experiments, affecting only 5 files with low change count.",5,"The PR is approved on first pass, is deployed without rework cycles, and the changes are clean despite a constructive bot comment.",deepseek/deepseek-v4-flash:free,2026-05-15T06:45:25.203175
55436,2,"Single-file fix that changes the implementation from sync_execute to execute_hogql_query, requiring careful handling of team selection and query parameterization.",4,"The author addressed the bot's concerns (exc_info improvement) and the PR description is clear, though the parameterization approach is debated and there are some test failures.",deepseek/deepseek-v4-flash:free,2026-05-15T06:45:31.334302
55435,2,Single fix to two lines in one file.,4,"Cleanly approved and deployed, with proper testing and references.",deepseek/deepseek-v4-flash:free,2026-05-15T06:45:36.556280
55434,1,"quality must be 3, as it had two reviewers pointing out incomplete sentence.",3,This is a trivial one-file doc change with no logic changes.,deepseek/deepseek-v4-flash:free,2026-05-15T06:45:40.635490
55437,2,"first-pass, after fixing type narrowing and resolving NIT comments.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:45:57.399700
55432,2,"Trivial fix with approved review, manually verified, and no rework.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:46:02.277666
55433,3,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:46:09.979895
55431,2,"This is a straightforward, minimal fix that adds a 1-line registry entry plus a regression test.",3,"The PR underwent 3 revisions based on code review feedback, which indicates that the initial submission was flawed (missing execution tests and non-parameterized test structure).",deepseek/deepseek-v4-flash:free,2026-05-15T06:46:10.859941
55430,3,"PR is a multi-file single fix that aligns ingestion default with API validation, requiring coordination across files and documentation",4,"PR is clean and well-described, with only one approval and no revisions, deployed successfully",deepseek/deepseek-v4-flash:free,2026-05-15T06:46:35.798341
55429,3,"Approved but has significant issues noted in review (P1 comments about disconnect not clearing parent selection, duplicated API call)",2,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:46:41.124427
55425,2,Changes are single-file UI modifications (moving a docs link and adding a warning banner) that require no architectural or multi-file restructuring.,4,"The PR was approved without rework cycles, the bot-rev flagged issues were not in the current diff, and security wording feedback was incorporated – overall clean.",deepseek/deepseek-v4-flash:free,2026-05-15T06:47:07.124922
55428,3,Multi-file feature requiring 53 new product.yaml files and wiring into maturity/lint tooling.,3,"Multiple bugs identified in reviews (YAML parse error masking, caching failures, missing separator, weak type checks) requiring revisions rather than first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T06:47:27.975087
55424,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:47:30.999620
55421,3,"Single Peer review approved after one clean revision, but manual testing left for reviewer.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:47:43.905049
55423,2,15 seconds,4,5,deepseek/deepseek-v4-flash:free,2026-05-15T06:47:46.012303
55408,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:48:00.206969
55413,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:48:00.383362
55401,2,"This is a single-file, single fix that adds table support to the markdown parser",4,"The PR has a clean test with a small code diff, but the inline formatting test has a fragile assertion that needs improvement.",deepseek/deepseek-v4-flash:free,2026-05-15T06:49:04.035876
55403,3,"The PR adds a new web analytics endpoint with a viewSet, routing, serializers, and digests in 19 files.",3,"The PR was not reverted, but reviews pointed minor issues: missing constraints in Zod schema, no parametrized tests.",deepseek/deepseek-v4-flash:free,2026-05-15T06:49:08.024167
55398,4,"Multiple serious issues found in review (compile error, missed-update window, truncation, unbounded growth) that were not caught during PR author's own review.",2,"Multiple serious issues found in review (compile error, missed-update window, truncation, unbounded growth) that were not caught during PR author's own review.",deepseek/deepseek-v4-flash:free,2026-05-15T06:49:20.845152
55394,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:49:30.924743
55393,4,Approved with minor bot comments and automated tests.,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:49:37.308591
55391,3,PR involves multi-file redesign with architectural shift (position logic for orgs) and unresolved comment about missing trial indicator.,4,"PR passed first approval without revert, but retains unresolved P1 comment on trial indicator removal.",deepseek/deepseek-v4-flash:free,2026-05-15T06:49:43.886346
55395,5,"The migration is architectural (multi-file codegen pipeline conversion across 36 files), not a quick fix.",4,"The author iterated through multiple reviews, addressing P1 issues in follow-up commits, but the PR body acknowledges a known breaking change.",deepseek/deepseek-v4-flash:free,2026-05-15T06:50:08.948429
55384,2,"PR adds a single-file, 16-line feature to capture a PostHog event for subscription test delivery, without multi-file or architectural changes.",4,PR is clean and approved but had an inline reviewer comment suggesting a minor performance optimization.,deepseek/deepseek-v4-flash:free,2026-05-15T06:50:28.442604
55387,4,1,3,4,deepseek/deepseek-v4-flash:free,2026-05-15T06:50:40.634846
55380,3,"Clean PR with addressed automated review concerns, all tests passing",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:50:57.914984
55376,3,Multi-file removal spanning 13 files,3,"Single approval, clean removal",deepseek/deepseek-v4-flash:free,2026-05-15T06:51:17.202847
55373,1,"Single new skill file, purely additive documentation.",4,"Approved without rework, clean, follows best practices.",deepseek/deepseek-v4-flash:free,2026-05-15T06:51:30.023610
55372,3,"The PR includes a thorough root-cause analysis, proven fix from previous PR, and is first-pass with approval, requiring no revisions.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:52:40.350898
55371,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:52:58.129326
55368,4,"The PR is complex because it required upgrading a type checker, removing a baseline infrastructure across 114 files, and applying 205 type fixes, including about 70% real changes and 30% legitimate third-party stub ignores.",4,"The PR is good because it went through review (several approvals, some inline comments but only 5 from Copilot) and iteration (initial agent pass was rejected, second pass did proper fixes), and tests pass with the setup described.",deepseek/deepseek-v4-flash:free,2026-05-15T06:53:04.872817
55369,4,"Architectural change involving routing data through a new service (personhog) with fallbacks and cross-database queries, affecting 5 files.",3,"Required multiple security-related fixes from bot reviews and had some test failures, indicating it was not first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T06:53:18.305072
55367,2,2,4,"The PR is a simple, clean single-line timeout increase, approved by a reviewer, though deployment status shows success, but the test failures flagged by CI are unrelated to this change.",deepseek/deepseek-v4-flash:free,2026-05-15T06:53:29.065119
55363,2,"Single-UI tweak with optional prop across 2 files, low complexity.",4,"Clean, approved, low risk, good description and test image.",deepseek/deepseek-v4-flash:free,2026-05-15T06:53:32.462811
55357,3,Multi-file feature involving new throttle class.,3,Multiple revisions due to review feedback and CI issues.,deepseek/deepseek-v4-flash:free,2026-05-15T06:53:41.734925
